,Argentina,Buenos Aires,Catamarca,Chaco,Chubut,Córdoba,Corrientes,Entre Ríos,Formosa,Jujuy,La Pampa,La Rioja,Mendoza,Misiones,Neuquén,Río Negro,Salta,San Juan,San Luis,Santa Cruz,Santa Fe,Santiago del Estero,Tierra del Fuego,Tucumán,CABA
222,301182.0,194359.0,64.0,4768.0,414.0,4691.0,253.0,1228.0,81.0,5116.0,184.0,1135.0,2611.0,51.0,1689.0,4058.0,1760.0,22.0,30.0,669.0,5225.0,235.0,1235.0,263.0,37670.0
223,308863.0,194359.0,65.0,4790.0,451.0,4181.0,254.0,1277.0,81.0,5184.0,184.0,1135.0,2809.0,51.0,1738.0,4220.0,1840.0,22.0,31.0,670.0,5589.0,273.0,1273.0,263.0,37670.0
224,315517.0,198682.0,65.0,4803.0,510.0,4181.0,259.0,1329.0,81.0,5265.0,185.0,1234.0,3106.0,51.0,1854.0,4320.0,1924.0,25.0,31.0,670.0,5971.0,292.0,1296.0,263.0,38043.0
225,322448.0,202945.0,65.0,4847.0,521.0,4181.0,262.0,1360.0,81.0,5354.0,185.0,1234.0,3398.0,51.0,1854.0,4469.0,2131.0,25.0,31.0,689.0,6458.0,303.0,1325.0,819.0,38431.0
226,322448.0,208399.0,65.0,4847.0,521.0,4814.0,264.0,1360.0,81.0,5354.0,185.0,1337.0,3398.0,51.0,1933.0,4469.0,2131.0,25.0,31.0,689.0,6458.0,303.0,1325.0,819.0,38795.0
227,340368.0,213523.0,65.0,4872.0,628.0,5058.0,271.0,1447.0,82.0,5471.0,186.0,1488.0,3944.0,51.0,2021.0,4719.0,2476.0,26.0,38.0,780.0,7335.0,348.0,1383.0,819.0,39248.0
228,349119.0,223095.0,65.0,5069.0,747.0,5121.0,289.0,1468.0,82.0,5547.0,186.0,1563.0,4111.0,51.0,2069.0,4886.0,2650.0,27.0,38.0,912.0,7805.0,386.0,1404.0,819.0,39885.0
229,357375.0,223095.0,65.0,5069.0,817.0,5121.0,289.0,1504.0,82.0,5594.0,192.0,1636.0,4432.0,51.0,2132.0,5040.0,2883.0,37.0,38.0,1042.0,8482.0,417.0,1444.0,1182.0,39885.0
230,366577.0,239293.0,65.0,5289.0,913.0,5625.0,301.0,1669.0,82.0,5665.0,192.0,1707.0,4645.0,51.0,2253.0,5160.0,3069.0,59.0,50.0,1778.0,8970.0,444.0,1485.0,1277.0,134374.0
231,382477.0,243479.0,65.0,5384.0,947.0,5897.0,307.0,1686.0,82.0,5747.0,192.0,1854.0,5026.0,51.0,2362.0,5317.0,3174.0,59.0,62.0,1790.0,9478.0,476.0,1506.0,1382.0,136181.0
232,390085.0,248892.0,65.0,5486.0,984.0,6105.0,333.0,1751.0,82.0,5827.0,192.0,1955.0,5343.0,52.0,2429.0,5504.0,3336.0,78.0,111.0,1863.0,10241.0,522.0,1531.0,1382.0,136181.0
233,400108.0,248892.0,66.0,5486.0,1018.0,6105.0,333.0,1751.0,83.0,5905.0,193.0,2126.0,5705.0,52.0,2490.0,5679.0,3586.0,85.0,127.0,1867.0,10869.0,551.0,1576.0,1677.0,136181.0
234,409758.0,259337.0,66.0,5661.0,1091.0,6287.0,399.0,1751.0,83.0,6009.0,194.0,2234.0,6112.0,55.0,2640.0,5837.0,3832.0,95.0,180.0,1966.0,11570.0,574.0,1600.0,1677.0,143039.0
235,419500.0,259337.0,66.0,5661.0,1232.0,6287.0,399.0,1751.0,83.0,6108.0,196.0,2395.0,6349.0,56.0,2691.0,5945.0,4045.0,100.0,198.0,2015.0,12281.0,594.0,1636.0,2118.0,143039.0
236,428940.0,264150.0,67.0,5691.0,1232.0,6921.0,424.0,1950.0,90.0,6211.0,204.0,2395.0,6770.0,56.0,2691.0,6129.0,4286.0,112.0,238.0,2021.0,13055.0,615.0,1680.0,2351.0,145042.0
237,438870.0,269314.0,70.0,5854.0,1385.0,7028.0,443.0,2058.0,90.0,6327.0,207.0,2630.0,7181.0,56.0,2875.0,6346.0,4440.0,121.0,277.0,2041.0,13855.0,650.0,1730.0,2611.0,147124.0
238,448250.0,274170.0,70.0,5881.0,1385.0,7523.0,462.0,2124.0,90.0,6437.0,209.0,2729.0,7565.0,58.0,2875.0,6581.0,4646.0,155.0,303.0,2277.0,14471.0,650.0,1783.0,2901.0,148996.0
239,456334.0,278455.0,77.0,6035.0,1560.0,8018.0,512.0,2162.0,90.0,6546.0,224.0,2729.0,8004.0,58.0,3202.0,6758.0,4951.0,166.0,303.0,2286.0,15558.0,690.0,1811.0,3206.0,150620.0
240,467273.0,284115.0,82.0,6113.0,1560.0,8389.0,536.0,2205.0,91.0,6675.0,233.0,2832.0,8429.0,58.0,3202.0,6960.0,5292.0,194.0,353.0,2289.0,16553.0,774.0,1894.0,3571.0,152737.0
241,478064.0,289507.0,83.0,6211.0,1580.0,9275.0,564.0,2269.0,91.0,6795.0,245.0,2934.0,8899.0,58.0,3364.0,7090.0,5658.0,209.0,377.0,2526.0,17431.0,803.0,1962.0,3571.0,155056.0
242,488218.0,294445.0,85.0,6364.0,1742.0,9666.0,600.0,2311.0,91.0,6896.0,257.0,3053.0,9177.0,61.0,3559.0,7183.0,6036.0,219.0,406.0,2767.0,18236.0,822.0,2031.0,4294.0,157168.0
243,498366.0,303941.0,85.0,6505.0,1798.0,10179.0,660.0,2319.0,93.0,7010.0,303.0,3226.0,9526.0,63.0,3686.0,7495.0,6399.0,230.0,438.0,2767.0,19374.0,846.0,2101.0,4656.0,161079.0
244,517215.0,303941.0,101.0,6505.0,1912.0,10179.0,660.0,2522.0,93.0,7117.0,321.0,3226.0,9907.0,64.0,3913.0,7725.0,6619.0,238.0,455.0,2872.0,20344.0,863.0,2179.0,5031.0,161079.0
245,525473.0,308113.0,101.0,6550.0,1912.0,10766.0,683.0,2670.0,93.0,7214.0,342.0,3400.0,10316.0,64.0,3913.0,7926.0,6766.0,245.0,481.0,2885.0,21535.0,863.0,2237.0,5477.0,162602.0
246,536576.0,316944.0,103.0,6735.0,2115.0,13294.0,761.0,2730.0,96.0,7330.0,373.0,3645.0,10681.0,65.0,4230.0,8087.0,7019.0,249.0,515.0,3059.0,22923.0,961.0,2310.0,5902.0,166125.0
247,546911.0,308194.0,106.0,6735.0,2162.0,13294.0,761.0,2804.0,98.0,7411.0,389.0,3645.0,11156.0,66.0,4318.0,8301.0,7306.0,255.0,523.0,3119.0,24291.0,997.0,2380.0,6473.0,166125.0
248,556476.0,,109.0,6831.0,2274.0,12616.0,800.0,2860.0,99.0,7506.0,414.0,3743.0,11582.0,69.0,4407.0,8454.0,7682.0,260.0,559.0,3125.0,25354.0,1034.0,2456.0,7076.0,167816.0
